cab-cap-w,"East West Furniture CAB-CAP-W Capri Kitchen Bench with Wood Seat, 51x15x18 Inch, Cappuccino"
f2x25-0n-28,"East West Furniture F2X25-0N-28 5-piece Mid-century Dining Table set consists of a Round Kitchen Table and 4 Brown Textured Faux Leather stackable Chair, Antique Walnut Finish."
f2x27-0n-28,"East West Furniture F2X27-0N-28 7-piece Kitchen Table Set included a Round Kitchen Table and 6 Brown Textured Faux Leather stackable kitchen Chair, Antique Walnut Finish."
f3x15-0n-04,"East West Furniture F3X15-0N-04 5-piece Modern Dining Table set included a Round Kitchen Table and 4 Light Tan Linen Fabric stackable Dining Chair, Antique Walnut Finish."
f3x17-0n-04,"East West Furniture F3X17-0N-04 7-piece Modern Dining Table set consists of a Round Kitchen Table and 6 Light Tan Linen Fabric stackable Dining Chair, Antique Walnut Finish."
f3x25-0n-28,"East West Furniture F3X25-0N-28 5-piece Dining Room Table Set included a Round Kitchen Table and 4 Brown Texture Faux Leather stackable kitchen Chair, Antique Walnut Finish."
f3x27-0n-28,"East West Furniture F3X27-0N-28 7-piece kitchen Table Set consists of a Round Kitchen Table and 6 Brown Texture Faux Leather stackable dining Chair, Antique Walnut Finish."
hbx13-abk-24,"East West Furniture HBX13-ABK-24 -3 Piece Dining Set Includes a Round Kitchen Table with Wire Brushed Black Tabletop & 2 Stackable Linen Fabric Chairs, Wire Brushed Black"
hbx13-awa-04,"East West Furniture HBX13-AWA-04 3-piece Dining Room Table Set consists of a Round Kitchen Table and 2 Light Tan Linen Fabric stackable Dining Chair, Antique Walnut Finish."
hbx15-abk-24,"East West Furniture HBX15-ABK-24 -5 Piece Dining Set Includes a Round Kitchen Table with Wire Brushed Black Tabletop & 4 Stackable Linen Fabric Chairs, Wire Brushed Black"
hbx15-awa-04,"East West Furniture HBX15-AWA-04 5-piece Dining Table Set included a Round Kitchen Table and 4 Light Tan Linen Fabric stackable Chair, Antique Walnut Finish."
hbx23-abk-30,"East West Furniture HBX23-ABK-30 -3 Piece Dining Set Includes a Round Kitchen Table with Wire Brushed Black Tabletop & 2 Stackable Faux Leather Chairs, Wire Brushed Black"
hbx23-awa-28,"East West Furniture HBX23-AWA-28 3-piece Kitchen Table Set included a Round Kitchen Table and 2 Brown Texture Faux Leather stackable dining Chair, Antique Walnut Finish."
hbx25-awa-28,"East West Furniture HBX25-AWA-28 5-piece Mid-century Dining Table set consists of a Round Kitchen Table and 4 Brown Texture Faux Leather stackable kitchen Chair, Antique Walnut Finish."
i2x15-0n-04,"East West Furniture I2X15-0N-04 5-piece Kitchen Table set included a Round Kitchen Table and 4 Light Tan Linen Fabric stackable Chair, Antique Walnut Finish."
i2x17-0n-04,"East West Furniture I2X17-0N-04 7-piece Dining Room Table Set consists of a Round Kitchen Table and 6 Light Tan Linen Fabric stackable Dining Chair, Antique Walnut Finish."
i2x25-0n-28,"East West Furniture I2X25-0N-28 5-piece Kitchen Table set included a Round Kitchen Table and 4 Brown Texture Faux Leather stackable Dining Chair, Antique Walnut Finish."
i2x27-0n-28,"East West Furniture I2X27-0N-28 7-piece Dining Room Table Set consists of a Round Kitchen Table and 6 Brown Texture Faux Leather stackable kitchen Chair, Antique Walnut Finish."
i3x15-0n-04,"East West Furniture I3X15-0N-04 5-piece Dining Table Set included a Round Kitchen Table and 4 Light Tan Linen Fabric stackable Dining Chair, Antique Walnut Finish."
i3x17-0n-04,"East West Furniture I3X17-0N-04 7-piece Dining Room Table Set included a Round Kitchen Table and 6 Light Tan Linen Fabric stackable Chair, Antique Walnut Finish."
i3x25-0n-28,"East West Furniture I3X25-0N-28 5-piece kitchen Table Set consists of a Round Kitchen Table and 4 Light Tan Linen Fabric stackable dining Chair, Antique Walnut Finish."
i3x27-0n-28,"East West Furniture I3X27-0N-28 7-piece Dining Room Table Set consists of a Round Kitchen Table and 6 Light Tan Linen Fabric stackable kitchen Chair, Antique Walnut Finish."
lgx15-blk-24,"East West Furniture LGX15-BLK-24 -5 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 4 Stackable Linen Fabric Chairs, Black"
lgx17-blk-24,"East West Furniture LGX17-BLK-24 -7 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 6 Stackable Linen Fabric Chairs, Black"
lgx19-blk-24,"East West Furniture LGX19-BLK-24 -9 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 8 Stackable Linen Fabric Chairs, Black"
lgx25-blk-30,"East West Furniture LGX25-BLK-30 -5 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 4 Stackable Faux Leather Chairs, Black"
lgx27-blk-30,"East West Furniture LGX27-BLK-30 -7 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 6 Stackable Faux Leather Chairs, Black"
lgx29-blk-30,"East West Furniture LGX29-BLK-30 -9 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 8 Stackable Faux Leather Chairs, Black"
nfx13-blk-24,"East West Furniture NFX13-BLK-24 -3 Piece Dining Set Includes a Rectangle Kitchen Table with Black Tabletop and 2 Stackable Linen Fabric Chairs, Black"
nfx15-blk-24,"East West Furniture NFX15-BLK-24 -5 Piece Dining Set Includes a Rectangle Kitchen Table with Black Tabletop and 4 Stackable Linen Fabric Chairs, Black"
nfx23-blk-30,"East West Furniture NFX23-BLK-30 -3 Piece Dining Set Includes a Rectangle Kitchen Table with Black Tabletop and 2 Stackable Faux Leather Chairs, Black"
nfx25-blk-30,"East West Furniture NFX25-BLK-30 -5 Piece Dining Set Includes a Rectangle Kitchen Table with Black Tabletop and 4 Stackable Faux Leather Chairs, Black"
oxx13-awa-04,"East West Furniture OXX13-AWA-04 3-piece Dining Room Table Set consists of a square Kitchen Table and 2 Light Tan Linen Fabric stackable Chair, Antique Walnut Finish."
oxx15-awa-04,"East West Furniture OXX15-AWA-04 5-piece Kitchen Table set included a square Kitchen Table and 4 Light Tan Linen Fabric stackable Chair, Antique Walnut Finish."
oxx23-awa-28,"East West Furniture OXX23-AWA-28 3-piece Dining Room Table Set consists of a square Kitchen Table and 2 Brown Texture Faux leather stackable Chair, Antique Walnut Finish."
oxx25-awa-28,"East West Furniture OXX25-AWA-28 5-piece Kitchen Table set consists of a square Kitchen Table and 4 Brown Texture Faux leather stackable Chair, Antique Walnut Finish."
shx13-blk-24,"East West Furniture SHX13-BLK-24 -3 Piece Dining Set Includes a Round Kitchen Table with Black Tabletop & 2 Stackable Linen Fabric Chairs, Black"
shx15-blk-24,"East West Furniture SHX15-BLK-24 -5 Piece Dining Set Includes a Round Kitchen Table with Black Tabletop & 4 Stackable Linen Fabric Chairs, Black"
shx23-blk-30,"East West Furniture SHX23-BLK-30 -3 Piece Dining Set Includes a Round Kitchen Table with Black Tabletop & 2 Stackable Faux Leather Chairs, Black"
shx25-blk-30,"East West Furniture SHX25-BLK-30 -5 Piece Dining Set Includes a Round Kitchen Table with Black Tabletop & 4 Stackable Faux Leather Chairs, Black"
v627x1624-5,"East West Furniture V627X1624-5 5-piece Dining Room Table Set included a Rectangular Kitchen Table and 4 Black Linen Fabric stackable Chair, Wire Brushed Black Finish."
v627x1624-6,"East West Furniture V627X1624-6 - 6-piece Dining table set included a table and bench with a Linen White top, 4 stackable chairs with Black Linen Fabric - Wire-brushed Black"
v627x1624-7,"East West Furniture V627X1624-7 7-piece Kitchen Table set consists of a Rectangular Kitchen Table and 6 Black Linen Fabric stackable Chair, Wire Brushed Black Finish."
v627x1624-9,"East West Furniture V627X1624-9 9-piece kitchen Table Set included a Rectangular Dining table and 8 Black Linen Fabric stackable dining Chair, Wire Brushed Black Finish."
v627x2630-5,East West Furniture V627X2630-5 - 5-piece kitchen table set consists of a table with Linen White tabletop and 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v627x2630-6,East West Furniture V627X2630-6 - 6-piece dining set consists of a dinner table & a Bench with Linen White tabletop & 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v627x2630-7,East West Furniture V627X2630-7 - 7-piece dining table set consists of a wooden table with Linen White tabletop and 6 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v627x2630-9,East West Furniture V627X2630-9 - 9-piece kitchen set consists of a kitchen table with Linen White tabletop and 8 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v676x1624-5,East West Furniture V676X1624-5 - 5-piece dining table set consists of a breakfast table with Distressed Jacobean top and 8 stackable dining chairs with Black Linen Fabric - Wire-brushed Black
v676x1624-6,East West Furniture V676X1624-6 - 6-piece modern dining set consists of a kitchen table and a Bench with Distressed Jacobean top and 4 stackable chairs with Black Linen Fabric - Wire-brushed Black
v676x1624-7,East West Furniture V676X1624-7 - 7-piece dining table set consists of a dining room table with Distressed Jacobean top and 6 stackable chairs with Black Linen Fabric - Wire-brushed Black
v676x2630-5,East West Furniture V676X2630-5 - 5-piece kitchen set consists of a wooden table with Distressed Jacobean top and 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v676x2630-6,East West Furniture V676X2630-6 - 6-piece dining set consists of a table and a Bench with Distressed Jacobean top & 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v676x2630-7,East West Furniture V676X2630-7 - 7-piece kitchen set consists of a breakfast table with Distressed Jacobean top and 6 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v677x1624-5,East West Furniture V677X1624-5 - 5-piece dining room set consists of a wooden table with Distressed Jacobean top and 4 stackable chairs with Black Linen Fabric - Wire-brushed Black
v677x1624-6,East West Furniture V677X1624-6 - 6-piece mid century kitchen set consists of a table and a Bench with Distressed Jacobean top & 4 stackable dining chairs with Black Linen Fabric - Wire-brushed Black
v677x1624-7,East West Furniture V677X1624-7 - 7-piece dining table set consists of a dining table with Distressed Jacobean top and 6 stackable wooden chairs with Black Linen Fabric - Wire-brushed Black
v677x1624-9,East West Furniture V677X1624-9 - 9-piece modern dining set consists of a dining table with Distressed Jacobean top and 8 stackable kitchen chairs with Black Linen Fabric - Wire-brushed Black
v677x2630-5,East West Furniture V677X2630-5 - 5-piece dining set consists of a dining table with Distressed Jacobean top & 4 stackable dining chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v677x2630-6,East West Furniture V677X2630-6 - 6-pc dining set consists of a wooden table & a bench with Distressed Jacobean top & 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v677x2630-7,East West Furniture V677X2630-7 - 7-piece dining set consists of a dinner table with Distressed Jacobean top and 6 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v677x2630-9,East West Furniture V677X2630-9 - 9-piece kitchen set consists of a dining table with Distressed Jacobean top and 8 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v696x1624-5,East West Furniture V696X1624-5 - 5-piece modern dining set consists of a breakfast table with Cement top and 4 stackable chairs with Black Linen Fabric - Wire-brushed Black
v696x1624-6,East West Furniture V696X1624-6 - 6-piece dining room set consists of a wooden table and a bench with Cement top and 4 stackable chairs with Black Linen Fabric - Wire-brushed Black
v696x1624-7,East West Furniture V696X1624-7 - 7-piece dining room set consists of a dining table with Cement top and 6 stackable kitchen chairs with Black Linen Fabric - Wire-brushed Black
v696x2630-5,East West Furniture V696X2630-5 - 5-piece modern dining set consists of a dinner table with Cement top and 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v696x2630-6,East West Furniture V696X2630-6 - 6-piece kitchen set consists of a kitchen table and a bench with Cement top and 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v696x2630-7,East West Furniture V696X2630-7 - 7-piece dining set consists of a breakfast table with Cement top and 6 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v697x1624-5,East West Furniture V697X1624-5 - 5-piece kitchen table set consists of a dinner table with Cement top and 4 stackable dining chairs with Black Linen Fabric - Wire-brushed Black
v697x1624-6,East West Furniture V697X1624-6 - 6-piece dining set consists of a wooden table and a bench with Cement top and 4 stackable kitchen chairs with Black Linen Fabric - Wire-brushed Black
v697x1624-7,East West Furniture V697X1624-7 - 7-piece mid century kitchen set consists of a wooden table with Cement top and 6 stackable dining room chairs with Black Linen Fabric - Wire-brushed Black
v697x1624-9,East West Furniture V697X1624-9 - 9-piece dining room set consists of a wooden table with Cement top and 8 stackable kitchen chairs with Black Linen Fabric - Wire-brushed Black
v697x2630-5,East West Furniture V697X2630-5 - 5-piece kitchen table set consists of a dinner table with Cement top and 4 stackable dining chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v697x2630-6,East West Furniture V697X2630-6 - 6-piece dining set consists of a dinner table and a bench with Cement top and 4 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v697x2630-7,East West Furniture V697X2630-7 - 7-piece dining table set consists of a breakfast table with Cement top and 6 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
v697x2630-9,East West Furniture V697X2630-9 - 9-piece mid century kitchen set consists of a dining table with Cement top and 8 stackable chairs with White and Gray Pattern Faux Leather - Wire-brushed Black
wex15-blk-24,"East West Furniture WEX15-BLK-24 -5 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 4 Stackable Linen Fabric Chairs, Black"
wex17-blk-24,"East West Furniture WEX17-BLK-24 -7 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 6 Stackable Linen Fabric Chairs, Black"
wex25-blk-30,"East West Furniture WEX25-BLK-30 -5 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 4 Stackable Faux Leather Chairs, Black"
wex27-blk-30,"East West Furniture WEX27-BLK-30 -7 Piece Dining Set Includes a Rectangular Kitchen Table with Black Tabletop and 6 Stackable Faux Leather Chairs, Black"
x0000-208-00,"Luxe by East West Furniture X0000-208-00 - 3 Pieces Extendable Dining Set Includes 1 Extendable Kitchen Table and 2 Modern Benches, Antique Walnut."
x0000-2c8-00,"Luxe by East West Furniture X0000-2C8-00 - 4 Pieces Extendable Dining Set Includes 1 Extendable Kitchen Table, 1 Coffee Table and 2 Modern Benches, Antique Walnut."
x02ab-206-24,"Luxe East West Furniture X02AB-206-24 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02ab-208-05,"Luxe by East West Furniture X02AB-208-05 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02ab-2c6-24,"Luxe East West Furniture X02AB-2C6-24 5-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and 2 wooden Benches and 2 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02ab-2c8-05,"Luxe by East West Furniture X02AB-2C8-05 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02as-208-08,"Luxe by East West Furniture X02AS-208-08 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02as-208-27,"Luxe by East West Furniture X02AS-208-27-5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02as-2c8-08,"Luxe by East West Furniture X02AS-2C8-08 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02as-2c8-27,"Luxe by East West Furniture X02AS-2C8-27 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-206-12,"Luxe East West Furniture X02DA-206-12 5-piece Dining Room Table Set a Rectangular Dining Table and a wooden Bench, 2 Dark Grey Faux Leather Dining Chair, Wire Brushed Black Finish."
x02da-206-22,"Luxe East West Furniture X02DA-206-22 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Willow Green Faux Leather Dining Chair, Wire Brushed Black Finish."
x02da-206-23,"Luxe East West Furniture X02DA-206-23 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Beige Red Faux Leather Dining Chair, Wire Brushed Black Finish."
x02da-206-26,"Luxe East West Furniture X02DA-206-26 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Burgundy Faux Leather Dining Chair, Wire Brushed Black Finish."
x02da-206-27,"Luxe East West Furniture X02DA-206-27 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benhes and 2 Light Gray Faux Leather Dining Room Chair, Wire Brushed Black Finish."
x02da-208-12,"Luxe by East West Furniture X02DA-208-12-5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-208-22,"Luxe by East West Furniture X02DA-208-22-5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-208-23,"Luxe by East West Furniture X02DA-208-23-5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-208-26,"Luxe by East West Furniture X02DA-208-26-5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-208-27,"Luxe by East West Furniture X02DA-208-27-5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-208-32,"Luxe by East West Furniture X02DA-208-32 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-2c6-12,"Luxe East West Furniture X02DA-2C6-12 6-piece Kitchen Table Set a Rectangular Dining Table with a coffee Table and 2 wooden Bench 2 Dark Grey Faux Leather Dining Chair, Wire Brushed Black Finish."
x02da-2c6-22,"Luxe East West Furniture X02DA-2C6-22 6-piece Dining Room Table Set a Rectangular Dining Table with a coffee Table and 2 wooden Benches and 2 Willow Green Faux Leather Kitchen Chair, Wire Brushed Black Finish."
x02da-2c6-23,"Luxe East West Furniture X02DA-2C6-23 6-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and 2 wooden Benches and 2 Beige Red Faux Leather Dining Chair, Wire Brushed Black Finish."
x02da-2c6-26,"Luxe East West Furniture X02DA-2C6-26 6-piece Modern Dining Room Table Set a Rectangular Dining Room Table with a coffee table and 2 wooden Benches and 2 Burgundy Faux Leather Kitchen Chair, Wire Brushed Black Finish."
x02da-2c6-27,"Luxe East West Furniture X02DA-2C6-27 6-piece Modern Dining Table Set a Rectangular Dining Room Table with a coffee Table and 2 wooden Benhes, 2 Light Gray Faux Leather Kitchen Room Chair, Wire Brushed Black Finish."
x02da-2c8-12,"Luxe by East West Furniture X02DA-2C8-12 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-2c8-22,"Luxe by East West Furniture X02DA-2C8-22 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-2c8-23,"Luxe by East West Furniture X02DA-2C8-23 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-2c8-26,"Luxe by East West Furniture X02DA-2C8-26 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-2c8-27,"Luxe by East West Furniture X02DA-2C8-27 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02da-2c8-32,"Luxe by East West Furniture X02DA-2C8-32 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02el-206-35,"Luxe East West Furniture X02EL-206-35 5-piece Modern Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Doeskin Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02el-208-05,"Luxe by East West Furniture X02EL-208-05 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02el-2c6-35,"Luxe East West Furniture X02EL-2C6-35 6-piece Dining Room Table Set a Rectangular Dining Table with a coffee Table and 2 wooden Benches and 2 Doeskin Linen Fabric kitchen Chair, Wire Brushed Black Finish."
x02el-2c8-05,"Luxe by East West Furniture X02EL-2C8-05 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02fl-206-24,"Luxe East West Furniture X02FL-206-24 5-piece Dining Room Table Set a Rectangular Dining Table and 2 wooden benches 12 Black Linen Fabric kitchen Chair, Wire Brushed Black Finish."
x02fl-208-04,"Luxe by East West Furniture X02FL-208-04 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02fl-2c6-24,"Luxe East West Furniture X02FL-2C6-24 6-piece Dining Room Table Set a Rectangular Dining Table with a coffee Table and 2 wooden Benches and 2 Black Linen Fabric kitchen Chair, Wire Brushed Black Finish."
x02fl-2c8-04,"Luxe by East West Furniture X02FL-2C8-04 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02fo-206-24,"Luxe East West Furniture X02FO-206-24 5-piece Modern Dining Room Table Set a Rectangular Dining Table and 2 wooden Benches and 2 Black Linen Fabric kitchen Chair, Wire Brushed Black Finish."
x02fo-208-18,"Luxe by East West Furniture X02FO-208-18 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02fo-2c6-24,"Luxe East West Furniture X02FO-2C6-24 5-piece Modern Dining Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Black Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02fo-2c8-18,"Luxe by East West Furniture X02FO-2C8-18 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02ga-206-50,"Luxe East West Furniture X02GA-206-50 5-piece Dining Room Table Set a Rectangular Dining Table and 2 wooden Benches and 2 Dark Gotham Grey Linen Fabric kitchen Chair, Wire Brushed Black Finish."
x02ga-208-03,"Luxe by East West Furniture X02GA-208-03 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02ga-2c6-50,"Luxe East West Furniture X02GA-2C6-50 6-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table 2 wooden Benches and 2 Dark Gotham Grey Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02ga-2c8-03,"Luxe by East West Furniture X02GA-2C8-03 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02la-208-05,"Luxe by East West Furniture X02LA-208-05 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02la-2c8-05,"Luxe by East West Furniture X02LA-2C8-05 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02mz-206-06,"Luxe East West Furniture X02MZ-206-06 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Shitake Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02mz-206-50,"Luxe East West Furniture X02MZ-206-50 5-piece Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 Dark Gotham Grey Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02mz-2c6-06,"Luxe East West Furniture X02MZ-2C6-06 7-piece Dining Room Table Set a Rectangular Kitchen Table with a dining coffee table and 2 wooden Benches and 2 Shitake Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02mz-2c6-50,"Luxe East West Furniture X02MZ-2C6-50 6-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and 2 wooden Benches and 2 Dark Gotham Grey Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02si-206-48,"Luxe East West Furniture X02SI-206-48 5-piece Modern Dining Room Table Set a Rectangular Kitchen Table and 2 wooden Benches and 2 coffee Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02si-208-04,"Luxe by East West Furniture X02SI-208-04 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02si-2c6-48,"Luxe East West Furniture X02SI-2C6-48 6-piece Dining Room Table Set a Rectangular Dining Table with a coffee Table and 2 wooden Benches, 2 coffee Linen Fabric kitchen Chair, Wire Brushed Black Finish."
x02si-2c8-04,"Luxe by East West Furniture X02SI-2C8-04 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02ve-206-50,"Luxe East West Furniture X02VE-206-50 5-piece Dining Room Table Set a Rectangular Dining Table and 2 wooden Benches and 2 Dark Gotham Grey Linen Fabric Dining Chair, Wire Brushed Black Finish."
x02ve-208-04,"Luxe by East West Furniture X02VE-208-04 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02ve-208-24,"Luxe by East West Furniture X02VE-208-24 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02ve-2c6-50,"Luxe East West Furniture X02VE-2C6-50 6-piece Dining Room Table Set a Rectangular Kitchen Table with a coffee Table and 2 wooden Benches and 2 Dark Gotham Grey Linen Fabric kitchen Chair, Wire Brushed Black Finish."
x02ve-2c8-04,"Luxe by East West Furniture X02VE-2C8-04 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02ve-2c8-24,"Luxe by East West Furniture X02VE-2C8-24 -6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Dining Chairs and 2 Modern Benches, Antique Walnut"
x02x1-206-24,"Luxe East West Furniture X02X1-206-24 5-piece Modern Dining Room Table Set a Rectangular Dining Table and 2 wooden Benches and 2 Black Linen Fabric Stackable Chair, Wire Brushed Black Finish."
x02x1-208-04,"Luxe by East West Furniture X02X1-208-04- 5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table and 2 Stackable Dining Chairs and 2 Modern Benches, Antique Walnut"
x02x1-20w-01,"Luxe by East West Furniture X02X1-20W-01 -5 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 2 Stackable Chairs and 2 Modern Benches, Antique White"
x02x1-2c6-24,"Luxe East West Furniture X02X1-2C6-24 6-piece Modern Dining Room Table Set a Rectangular Dining Table with a coffee Table 2 wooden Benches and 2 Black Linen Fabric Stackable Chair, Wire Brushed Black Finish."
x02x1-2c8-04,"Luxe by East West Furniture X02X1-2C8-04- 6 Pieces Extendable Dining Set Includes a Rectangle Kitchen Table, 1 Coffee Table, 2 Stackable Dining Chairs and 2 Modern Benches, Antique Walnut."
